v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v99,v100,v101,v102,v103,v104,v105,v106,v107,v115,v116,v117,v118,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,Alder,alderinterval,recodetalder
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,1,5,4,2,2,3,4,4,101,11,11,1,11,11,11,11,7,7,7,7,1,3,2,4,1,5,4,8,1,1943,5,2,11,1,1,1,2,1,6,1,9,1,11,37,2,1,11,10001,11,11,101,11,11,1001,1,1,7,6,1,1,1,1,1,1,4,4,59,5,4
1,5,5,4,5,1,3,5,2,2,1,1,1,1,5,5,1,4,1,1,5,1,5,1,4,1,3,2,5,3,3,6,3,2,1,2,2,1,3,3,5,1,5,11,11,1,1,1,2,2,2,1,1,1,1,1,7,7,11,11,11,11,11,11,11,11,11,101,4,10,2,1972,1,11,1,3,1,2,5,1,11,11,101,101,1,39,2,1,11,10001,5,8,1,11,3,40,1,1,5,5,1,1,11,101,11,101,6,10,30,3,2
1,5,5,5,5,1,1,5,1,1,1,1,1,1,5,5,5,1,1,1,3,1,3,1,1,1,4,3,3,3,4,3,5,10,12,4,3,4,4,4,4,3,2,3,2,3,3,4,4,2,2,2,1,1,7,1,7,7,7,1,7,7,1,1,4,3,3,10,10,10,2,1973,5,1,11,4,2,2,5,1,8,2,17,1,11,37,1,3,11,10001,2,8,1,11,1,37,1,1,7,1,1,1,1,1,1,1,6,10,29,2,2
2,2,4,3,3,4,3,3,4,4,1,3,2,1,2,4,2,4,2,1,2,8,5,2,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,2,4,2,4,4,4,4,3,6,2,2,2,11,11,11,11,11,11,11,11,1,1,2,4,1,4,7,7,1,1970,5,2,11,1,1,1,5,1,8,2,20,1,11,40,1,1,11,10001,11,11,101,11,11,1001,3,1,6,3,1,1,1,3,1,3,7,7,32,3,2
2,1,4,3,3,1,2,5,1,1,1,3,2,1,5,5,4,2,1,1,2,2,5,1,1,1,4,3,4,3,3,3,3,7,7,3,4,7,3,1,5,2,4,5,1,3,4,4,4,4,4,7,1,2,11,11,11,11,11,11,11,11,1,5,2,5,1,9,3,9,1,1979,5,1,11,2,1,1,3,1,1,3,9,9,11,35,2,2,11,10001,5,8,12,2,11,1001,3,6,8,3,1,1,2,101,2,101,2,4,23,2,1
1,5,4,5,5,1,1,5,3,3,1,1,1,1,5,5,5,1,1,5,5,8,5,1,5,1,4,5,1,1,3,5,1,3,6,3,5,7,1,4,2,1,11,11,11,1,11,11,11,1,1,1,1,2,11,11,11,11,11,11,11,11,1,3,3,3,3,5,5,10,1,1946,3,1,11,2,1,1,6,1,6,2,12,1,11,37,1,1,11,10001,2,7,14,1,3,37,1,1,7,3,1,5,1,2,1,2,6,8,56,5,4
1,1,1,1,8,1,2,8,1,2,8,3,8,8,1,2,1,8,3,2,5,2,5,1,8,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,1,7,7,7,7,7,7,2,8,7,1,2,11,11,11,11,11,11,11,11,1,1,1,8,8,10,8,10,1,1937,3,2,11,1,1,1,5,1,8,2,22,14,1,80,1,4,1,4,11,11,101,11,11,1001,3,1,6,1,1,1,1,1,1,1,2,2,65,6,5
5,1,2,5,5,1,1,4,1,1,1,2,1,1,5,2,4,5,1,1,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,1,7,7,1,1,4,4,2,8,4,2,2,11,11,11,11,11,11,11,11,1,2,1,1,1,10,8,10,2,1980,5,2,11,2,1,1,5,1,1,3,17,12,1,15,2,1,11,10001,11,11,101,11,11,1001,1,6,7,6,1,1,1,5,1,5,1,2,22,2,1
2,5,5,5,8,2,3,5,3,3,1,1,1,1,4,5,1,1,1,1,1,1,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,1,4,1,1,2,4,4,3,2,3,1,2,11,11,11,11,11,11,11,11,1,4,5,2,5,7,1,10,1,1974,5,2,11,1,1,1,5,1,4,2,19,1,11,55,1,3,11,10001,11,11,101,11,11,1001,2,1,7,5,1,1,1,8,2,101,5,5,28,2,2
2,5,5,5,3,1,2,5,2,2,1,2,1,1,5,5,3,1,1,1,2,1,3,1,2,1,3,3,3,3,3,2,2,15,10,3,2,4,4,4,2,3,2,5,4,4,4,4,2,2,2,1,1,1,1,1,7,7,1,1,7,7,1,2,3,5,5,5,10,8,2,1973,1,11,1,4,1,3,5,1,8,2,18,7,11,45,1,3,11,10001,4,7,1,11,1,37,1,1,5,3,1,1,1,2,2,101,8,6,29,2,2
1,5,5,5,5,1,1,5,1,1,1,1,1,1,5,5,5,5,1,3,1,5,5,1,5,1,5,6,5,6,3,6,6,1,2,4,5,7,4,4,3,5,1,5,1,4,4,4,4,2,2,1,1,2,11,11,11,11,11,11,11,11,1,3,2,5,8,8,8,10,2,1966,3,1,11,2,1,1,5,1,8,2,19,1,11,50,1,3,11,10001,4,5,1,11,3,38,1,6,8,1,1,1,1,2,2,101,7,11,36,3,2
4,5,5,5,5,1,5,5,4,4,1,2,1,1,2,5,3,5,1,1,1,8,5,2,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,4,1,4,1,3,4,4,2,3,3,1,2,11,11,11,11,11,11,11,11,11,2,4,5,8,6,1,8,1,1978,5,2,11,1,1,1,5,1,1,1,13,2,11,55,1,4,2,10001,11,11,101,11,11,1001,3,1,8,4,1,1,1,8,1,8,6,6,24,2,1
3,4,5,5,5,4,2,5,4,4,8,8,8,8,5,5,5,2,1,3,2,8,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,1,7,7,3,4,4,4,2,8,2,1,2,11,11,11,11,11,11,11,11,8,2,4,5,3,8,10,10,2,1980,5,2,11,1,1,1,4,2,1,3,11,12,1,40,2,1,11,10001,11,11,101,11,11,1001,3,1,8,1,1,1,2,101,2,101,1,1,22,2,1
5,1,2,3,2,1,5,2,4,2,1,3,2,1,3,2,1,4,1,1,3,2,5,3,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,1,7,7,7,7,7,7,3,8,3,1,2,11,11,11,11,11,11,11,11,1,1,2,4,2,8,8,9,1,1973,5,2,11,1,1,1,5,1,8,2,19,10,1,45,1,3,11,10001,11,11,101,11,11,1001,1,6,6,101,1,1,1,8,2,101,4,4,29,2,2
1,4,5,8,11,11,1,5,4,4,1,1,1,1,5,5,5,2,1,1,2,1,5,1,2,1,3,3,2,4,4,4,3,8,15,3,4,4,4,4,11,11,11,11,11,11,11,11,11,11,2,2,1,1,7,1,7,7,7,3,7,7,1,4,5,5,1,9,6,9,1,1967,5,1,11,3,1,2,6,1,1,1,13,1,11,39,1,3,11,10001,5,8,12,1,3,37,1,1,6,5,1,1,1,4,2,101,5,6,35,3,2
1,5,5,4,4,2,1,5,3,4,1,2,2,2,5,5,3,4,1,1,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,4,2,3,3,4,4,4,3,3,3,1,2,11,11,11,11,11,11,11,11,1,1,3,3,8,10,5,10,2,1977,5,2,11,2,1,1,5,1,7,2,15,1,11,30,2,1,11,10001,11,11,101,11,11,1001,1,1,7,4,1,1,1,5,2,101,3,4,25,2,2
1,5,5,2,4,2,5,5,2,2,1,2,2,1,8,5,5,1,1,1,1,1,5,1,2,1,4,1,6,3,3,3,5,4,4,3,3,4,1,4,6,4,1,4,4,3,3,4,4,2,3,1,1,1,1,1,7,7,1,1,7,7,11,1,5,4,5,10,6,10,2,1971,5,1,11,3,1,2,5,1,4,2,17,2,11,40,2,4,2,10001,5,7,1,11,1,37,1,1,5,5,1,1,1,2,2,101,3,7,31,3,2
3,3,3,3,2,2,3,4,2,2,1,2,2,2,3,4,4,2,1,1,3,3,3,1,3,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,4,4,4,2,2,4,4,4,3,4,2,2,11,11,11,11,11,11,11,11,1,3,3,3,4,8,8,10,2,1967,5,2,11,1,1,1,6,1,7,3,20,1,11,37,1,1,11,10001,11,11,101,11,11,1001,1,1,6,5,1,1,1,3,2,101,6,6,35,3,2
4,2,5,5,2,1,4,5,1,1,1,1,1,1,5,5,5,5,1,1,4,1,5,1,1,1,3,5,3,3,3,3,4,2,5,3,3,4,3,4,2,1,2,1,2,4,2,4,2,1,2,1,2,1,1,1,7,7,1,1,7,7,1,2,5,5,8,8,88,10,1,1968,5,1,11,3,1,2,5,1,8,2,21,1,11,60,2,1,11,10001,5,7,7,11,1,37,1,1,5,3,1,1,1,2,2,101,6,8,34,3,2
1,2,5,2,3,2,2,5,1,2,1,2,8,1,5,5,5,2,1,1,2,2,5,1,3,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,4,3,4,2,2,3,3,4,3,8,1,2,11,11,11,11,11,11,11,11,1,2,1,1,3,9,9,9,2,1974,5,2,11,2,1,1,5,1,1,1,14,3,11,22,2,2,11,10001,11,11,101,11,11,1001,2,6,5,5,2,1,1,5,2,101,1,88,28,2,2
3,4,4,4,5,3,3,5,3,3,1,8,1,1,1,5,1,5,1,1,1,3,5,1,4,1,3,5,1,5,4,4,4,2,5,3,5,7,1,1,3,2,2,1,4,2,3,4,4,2,2,3,1,2,11,11,11,11,11,11,11,11,1,3,5,5,5,7,2,1,1,1972,1,11,1,2,1,1,5,1,8,2,18,1,11,45,1,3,11,10001,5,8,12,1,3,50,1,6,6,1,1,1,1,8,1,8,9,10,30,3,2
3,5,11,11,3,1,4,5,5,5,8,8,8,8,5,5,5,5,5,5,5,3,5,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,1,5,1,4,4,4,4,4,4,4,8,1,1,1,1,1,7,7,7,7,1,5,4,3,3,0,0,3,1,1961,5,2,11,2,2,1,7,1,7,2,15,1,11,37,2,3,11,10001,11,11,101,11,11,1001,3,1,7,4,1,1,2,101,1,8,4,4,41,4,3
1,5,5,5,4,2,3,5,1,1,1,1,1,1,5,5,5,2,1,1,4,2,5,1,1,1,4,4,4,8,1,1,3,4,2,2,3,7,3,4,6,1,5,7,7,2,1,4,4,3,8,2,1,2,11,11,11,11,11,11,11,11,1,4,8,1,8,8,2,10,2,1975,1,11,1,2,1,1,5,1,8,3,18,12,1,32,2,1,11,10001,7,8,1,11,3,50,1,1,7,3,1,1,1,5,2,101,1,6,27,2,2
1,5,5,5,5,1,1,5,3,3,1,2,1,1,5,5,2,2,1,1,4,2,5,1,2,1,3,1,4,3,1,1,2,25,7,2,2,4,4,4,6,11,1,11,1,3,3,4,4,3,2,2,1,1,2,2,2,7,1,1,1,7,1,1,5,5,1,10,10,10,2,1956,1,11,1,3,2,1,5,1,7,2,16,3,11,28,1,1,11,10001,5,7,1,11,3,50,1,1,7,5,1,1,1,2,2,101,5,9,46,4,3
2,2,1,2,1,2,2,1,2,1,1,2,2,2,3,5,1,2,1,1,1,1,4,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,11,11,7,7,7,7,7,7,11,8,11,2,1,11,11,11,11,3,3,3,2,1,4,3,5,3,88,0,10,1,1931,3,2,11,1,1,1,1,11,7,11,101,15,1,1001,2,2,11,10001,11,11,101,11,11,1001,2,5,5,9,1,1,1,6,2,101,1,1,71,7,5
4,1,2,5,2,1,1,5,2,2,1,3,1,1,5,5,5,4,1,1,2,8,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,1,4,4,1,4,4,4,3,2,3,1,2,11,11,11,11,11,11,11,11,1,1,5,4,3,8,3,9,1,1978,5,2,11,2,1,1,4,1,1,11,12,1,11,37,1,3,11,10001,11,11,101,11,11,1001,2,1,7,4,1,1,1,8,2,101,5,6,24,2,1
1,4,5,5,5,1,1,5,1,1,1,1,1,1,2,5,3,3,1,1,1,1,4,1,1,1,4,2,4,2,2,2,1,15,7,2,2,4,3,3,5,2,5,2,5,11,11,11,11,3,2,2,1,1,1,1,7,7,1,1,7,7,1,4,2,5,5,8,5,8,2,1972,5,1,11,3,1,2,5,1,8,2,17,1,11,37,2,1,11,10001,6,8,1,11,1,37,1,1,5,3,2,1,1,5,2,101,6,9,30,3,2
1,5,5,8,8,5,1,5,2,2,1,1,1,1,5,5,5,1,1,1,1,8,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,2,3,4,2,3,4,4,2,2,2,1,2,11,11,11,11,11,11,11,11,1,2,5,5,1,10,8,10,1,1959,5,2,11,1,1,1,4,1,3,1,10,6,11,37,2,3,11,10001,11,11,101,11,11,1001,1,1,8,8,1,1,1,10,1,10,3,3,43,4,3
3,2,2,3,4,2,2,3,2,2,2,3,2,1,3,5,1,2,2,2,2,3,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,3,7,7,7,7,7,7,4,8,4,2,2,11,11,11,11,11,11,11,11,1,3,3,5,3,4,88,8,2,10001,5,2,11,1,1,1,4,1,5,2,14,15,1,48,1,1,11,10001,11,11,101,11,11,1001,3,1,88,5,1,1,1,2,2,101,2,2,,11,6
2,5,3,5,5,1,1,5,1,1,1,2,2,1,4,5,5,4,1,1,4,2,4,1,4,1,3,5,1,3,3,4,3,10,15,3,2,3,2,3,5,2,4,2,1,2,3,3,3,4,3,2,1,1,1,3,7,7,1,1,7,7,1,1,4,5,5,8,8,10,1,1963,1,11,1,4,2,2,4,1,2,2,15,1,11,37,2,3,11,10001,4,7,1,11,1,37,1,1,8,6,1,1,1,5,2,101,5,8,39,3,2
1,4,5,5,4,2,2,5,8,8,1,1,1,1,5,5,4,1,1,1,3,8,5,1,8,1,5,3,3,8,3,2,4,7,8,4,5,7,4,2,4,1,4,1,5,1,2,4,3,5,7,1,1,2,11,11,11,11,11,11,11,11,1,2,4,8,8,7,3,9,2,1975,5,1,11,2,1,1,5,1,7,2,17,1,11,37,2,1,11,10001,5,7,12,1,3,16,1,1,7,3,1,1,1,1,1,1,5,7,27,2,2
1,5,5,8,4,1,1,5,3,3,1,2,1,1,5,5,5,2,1,1,2,1,5,2,2,1,4,3,3,3,3,3,3,7,5,3,5,4,4,4,4,4,2,2,4,3,3,4,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,4,3,3,8,5,9,2,1974,1,11,1,3,1,2,5,1,8,2,18,1,11,37,1,1,11,10001,5,7,1,11,3,37,1,1,6,4,1,1,1,1,2,101,6,9,28,2,2
1,4,5,5,3,1,2,5,1,1,1,1,1,1,3,5,2,2,1,3,2,8,5,1,2,1,3,4,1,8,4,4,3,4,8,3,3,7,4,4,2,5,1,4,4,2,2,4,4,2,3,1,1,2,11,11,11,11,11,11,11,11,1,5,5,8,5,10,8,8,2,1972,1,11,1,2,1,1,5,1,1,1,12,1,11,37,2,3,11,10001,7,8,12,1,3,40,1,1,7,4,1,1,1,2,2,101,4,4,30,3,2
1,5,5,3,5,5,2,5,4,5,1,8,8,8,3,5,5,4,1,3,4,1,5,1,1,1,5,3,2,8,3,3,3,2,2,3,5,7,4,4,6,5,4,7,7,3,4,4,4,2,8,1,1,2,11,11,11,11,11,11,11,11,1,1,3,5,8,7,0,6,1,1974,5,1,11,2,1,1,5,1,8,3,20,12,1,11,2,1,11,10001,5,8,1,11,3,37,1,1,5,4,1,1,1,2,1,2,2,7,28,2,2
1,5,5,4,4,2,1,5,3,3,1,2,1,1,4,5,4,3,1,1,3,1,4,1,2,1,4,3,3,8,2,3,2,7,6,3,8,7,3,1,5,4,2,7,7,3,3,4,4,2,8,3,1,2,11,11,11,11,11,11,11,11,1,2,5,2,8,5,4,8,2,1980,5,1,11,2,1,1,5,1,8,3,14,12,1,25,2,3,11,10001,5,8,12,1,1,888,3,1,6,5,1,1,1,3,2,101,1,2,22,2,1
2,4,4,4,2,2,2,5,3,3,8,8,8,8,5,5,4,2,1,2,2,3,5,1,1,1,3,4,5,8,2,3,3,14,14,3,3,7,4,4,5,3,3,3,3,2,2,4,4,3,3,3,1,2,11,11,11,11,11,11,11,11,1,3,4,4,4,8,7,9,2,1977,5,1,11,2,1,1,5,1,1,1,13,2,11,50,1,4,1,4,4,8,1,11,1,40,3,1,4,5,1,1,1,8,1,8,3,8,25,2,2
2,5,5,4,4,2,2,5,2,2,1,2,1,1,4,5,4,2,2,2,4,2,3,1,1,1,3,1,5,3,2,3,4,12,8,2,4,3,4,3,6,4,4,7,7,7,7,7,7,3,8,2,1,1,7,2,7,7,7,1,7,7,1,2,4,4,4,7,7,9,2,1973,1,11,1,5,3,2,5,1,7,3,17,12,2,1001,11,11,11,10001,5,8,1,11,3,37,3,1,5,3,1,1,1,13,2,101,1,7,29,2,2
1,8,4,4,5,1,1,3,3,3,1,2,1,1,3,5,2,4,1,1,4,1,5,1,2,1,4,2,4,8,1,3,1,5,2,3,1,7,4,1,4,2,5,7,7,1,3,4,4,1,8,2,1,2,11,11,11,11,11,11,11,11,1,3,3,5,3,10,10,10,2,1978,5,1,11,2,1,1,5,1,8,3,18,12,1,30,1,1,11,10001,5,8,12,1,3,36,3,1,7,8,1,1,1,4,1,3,1,3,24,2,1
1,5,5,5,1,3,1,5,1,1,1,1,1,1,5,5,5,1,1,3,1,2,5,1,5,1,3,1,3,3,3,3,3,12,12,3,3,4,4,4,6,2,1,1,1,3,4,4,4,1,2,1,1,1,1,1,1,7,1,1,1,7,1,8,4,5,5,9,9,10,2,1967,1,11,1,4,3,1,6,1,4,2,13,1,11,37,1,3,11,10001,4,4,1,11,3,37,1,1,5,3,1,1,1,5,2,101,5,10,35,3,2
2,4,5,5,3,2,2,5,2,2,1,2,1,1,5,5,4,2,1,1,2,8,5,1,3,1,4,4,2,8,2,4,2,10,15,3,3,7,4,4,2,2,3,1,2,2,3,4,4,2,3,2,1,2,11,11,11,11,11,11,11,11,1,3,5,3,3,7,5,10,1,1974,5,1,11,2,1,1,5,1,7,2,17,1,11,40,1,1,11,10001,4,4,12,1,1,30,1,1,8,3,1,1,1,8,2,101,6,7,28,2,2
1,5,5,5,5,1,1,5,1,1,1,1,1,1,5,5,1,1,1,3,3,3,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,2,1,4,3,4,4,4,3,3,2,1,2,11,11,11,11,11,11,11,11,1,2,4,2,5,9,8,10,2,1965,5,2,11,1,1,1,5,1,9,2,15,1,11,37,2,2,11,10001,11,11,101,11,11,1001,1,1,7,4,1,1,1,1,2,101,6,6,37,3,2
2,5,5,5,4,1,1,5,2,3,1,8,8,1,5,5,5,1,1,1,4,1,2,1,4,1,4,2,5,3,3,2,4,20,10,2,3,1,4,4,4,1,4,4,4,2,2,4,3,2,2,1,2,1,1,1,1,7,1,1,1,7,1,2,2,3,3,7,7,8,2,1959,1,11,1,5,3,1,6,1,7,2,17,1,11,37,2,2,11,10001,4,5,1,11,3,37,1,1,7,5,1,1,1,1,2,101,6,10,43,4,3
1,5,5,4,3,2,3,5,3,2,8,8,8,8,2,5,3,4,1,1,1,2,5,1,1,1,3,4,2,8,3,3,4,3,4,3,3,3,3,3,4,4,2,2,4,3,3,4,4,2,2,1,2,1,1,7,7,7,1,1,7,7,8,3,3,3,3,7,5,9,1,1971,1,11,1,3,1,2,6,1,8,2,18,1,11,40,2,1,11,10001,6,8,1,11,1,40,1,1,5,3,1,1,1,2,1,2,7,10,31,3,2
2,5,5,4,5,2,1,5,1,4,8,8,8,8,5,5,5,2,1,1,1,2,5,1,1,1,4,4,1,3,2,4,2,7,10,4,1,3,4,4,2,4,2,3,2,1,1,3,4,4,3,3,2,1,7,2,1,7,2,1,1,7,8,2,2,1,5,10,5,5,1,1960,5,1,11,3,2,1,4,1,1,1,10,1,11,37,1,3,11,10001,5,7,1,11,1,31,1,1,8,5,1,1,1,10,2,101,4,7,42,4,3
4,1,1,1,2,4,4,1,4,2,1,3,2,1,4,5,1,4,1,1,4,1,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,1,7,7,7,7,7,7,2,8,4,1,2,11,11,11,11,11,11,11,11,1,2,8,5,1,10,10,10,1,1936,5,2,11,1,1,1,1,1,2,2,7,15,1,38,2,1,11,10001,11,11,101,11,11,1001,1,5,2,6,1,1,1,8,2,101,3,3,66,6,5
2,2,2,2,2,1,2,4,2,2,1,2,2,1,2,5,1,4,1,1,1,1,5,3,5,1,4,4,1,6,3,2,3,2,2,3,5,7,4,4,3,4,4,5,3,4,4,4,4,2,6,2,2,2,11,11,11,11,11,11,11,11,1,2,3,5,1,5,5,5,1,1956,3,1,11,2,1,1,4,1,7,2,14,1,11,37,2,2,11,10001,1,6,1,11,2,37,1,1,8,5,1,1,1,8,2,101,6,8,46,4,3
2,5,4,5,5,1,1,5,1,2,1,2,2,1,5,5,2,1,1,1,1,1,5,1,1,1,3,4,1,3,1,4,3,30,12,3,4,4,3,4,6,1,1,7,7,7,7,7,7,2,8,2,1,1,1,1,1,1,1,2,2,1,1,2,4,5,1,7,9,10,1,1940,1,11,1,2,1,1,2,1,4,2,12,13,1,37,2,3,11,10001,3,4,1,11,3,37,1,1,8,5,1,1,1,1,2,101,2,7,62,6,5
2,1,2,2,2,1,2,5,1,1,2,3,2,2,8,8,1,8,1,1,1,1,8,8,5,1,3,4,4,5,4,3,4,10,10,2,5,7,4,4,2,11,1,7,7,7,7,7,7,1,8,1,8,1,7,7,7,7,11,11,11,11,11,11,11,11,11,101,88,88,2,1929,1,11,1,2,1,1,2,1,2,2,10,15,1,34,2,1,11,10001,2,9,15,1,3,50,1,1,8,7,1,8,1,13,2,101,1,2,73,7,5
4,4,5,4,4,2,4,5,4,4,1,1,1,1,2,4,5,4,1,1,4,2,2,2,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,2,2,4,2,3,4,4,3,5,5,1,2,11,11,11,11,11,11,11,11,1,4,4,4,4,6,3,7,1,1970,5,2,11,1,1,1,5,1,8,2,18,1,11,40,2,3,11,10001,11,11,101,11,11,1001,1,1,6,4,1,1,1,1,2,101,7,7,32,3,2
1,5,5,3,3,1,1,5,2,2,1,2,2,1,5,5,2,1,1,2,5,1,5,2,5,1,1,1,4,2,2,2,3,10,5,3,5,1,1,3,5,2,5,5,1,3,4,4,4,8,4,4,1,1,1,2,7,7,1,1,7,7,1,1,3,8,3,5,5,10,2,1968,1,11,1,3,1,2,4,1,1,1,10,1,11,30,2,3,11,10001,4,9,10,1,3,37,1,1,8,4,1,1,1,13,2,101,2,6,34,3,2
2,3,1,2,3,5,1,5,2,2,1,2,2,8,5,5,1,4,4,4,2,1,2,1,5,1,4,1,3,1,3,1,2,18,7,2,8,4,4,2,8,2,3,3,4,2,4,4,4,3,1,2,1,1,1,7,7,7,1,7,7,7,8,2,3,5,8,7,5,7,2,1971,1,11,1,3,1,2,4,1,4,2,101,1,11,30,8,3,11,10001,7,1,9,11,1,37,2,6,8,5,1,1,1,1,2,101,4,4,31,3,2
1,4,1,4,2,1,1,2,1,2,1,3,2,1,3,3,1,1,5,5,4,1,2,2,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,8,7,7,7,7,7,7,5,8,5,2,1,1,1,1,1,1,1,1,1,1,8,1,8,3,10,10,10,2,1920,2,2,11,1,1,1,1,1,1,1,7,15,1,20,2,1,11,10001,11,11,101,11,11,1001,2,1,6,4,1,1,1,13,2,101,3,3,82,8,5
1,11,5,5,5,1,1,5,3,4,1,1,1,1,5,5,5,1,1,1,4,1,5,1,2,1,4,5,2,8,3,4,1,10,10,3,4,7,3,4,4,4,1,5,4,3,4,3,4,1,2,1,1,2,11,11,11,11,11,11,11,11,1,3,5,3,4,7,6,9,1,1973,1,11,1,2,1,1,7,1,8,2,17,1,11,42,2,3,11,10001,7,7,1,11,1,37,1,1,8,4,1,1,1,1,2,101,6,9,29,2,2
1,4,5,1,1,3,4,5,2,2,1,2,1,1,1,5,5,1,1,4,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,1,5,1,4,4,4,4,2,3,3,1,2,11,11,11,11,11,11,11,11,11,5,5,1,1,9,9,10,1,1982,5,2,11,3,1,1,7,1,1,1,13,1,11,52,2,1,11,10001,11,11,101,11,11,1001,1,1,8,4,1,1,1,13,2,101,2,88,20,2,1
8,8,8,8,8,8,8,8,8,8,1,2,1,1,3,8,1,1,1,1,1,1,8,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,11,11,7,7,7,7,7,7,2,8,2,2,1,1,11,11,11,2,3,3,7,1,8,8,1,8,88,88,10,1,1940,3,2,11,1,1,1,1,1,1,1,101,14,2,1001,11,11,11,10001,11,11,101,11,11,1001,1,1,7,8,1,1,1,6,8,101,2,2,62,6,5
1,3,2,5,5,1,3,3,2,2,1,2,2,1,3,5,3,2,1,1,4,1,2,1,1,1,4,1,4,2,3,1,1,14,0,2,3,1,3,4,5,2,4,2,5,11,3,4,4,3,2,3,2,1,1,2,2,2,7,7,1,1,1,2,1,5,1,10,0,8,2,1955,1,11,1,3,1,1,5,1,5,2,13,3,11,28,2,1,11,10001,5,7,1,11,1,50,1,1,5,3,1,1,1,5,1,5,4,10,47,4,3
1,5,1,3,1,3,3,5,2,2,8,2,8,1,5,5,5,1,1,1,1,1,5,1,1,1,3,2,2,4,2,3,2,12,4,1,4,4,4,4,4,4,3,5,5,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,8,5,5,8,10,8,10,1,1961,1,11,1,3,2,1,2,1,1,1,101,1,11,37,2,3,11,10001,3,8,1,11,3,37,1,1,5,7,1,4,1,1,2,101,6,9,41,4,3
5,5,4,5,2,1,2,5,2,3,1,2,1,1,3,5,2,4,2,1,1,3,5,4,2,1,3,1,5,8,3,2,3,8,4,2,4,7,3,3,3,4,2,2,4,3,2,4,4,4,3,3,1,2,11,11,11,11,11,11,11,11,1,1,2,3,2,6,2,10,2,1951,1,11,1,2,1,1,5,1,7,2,17,1,11,37,2,1,11,10001,7,9,1,11,1,37,1,1,5,4,2,1,1,3,2,101,5,8,51,5,4
1,4,5,5,2,1,1,5,2,2,1,2,1,1,5,5,5,4,1,1,5,1,5,1,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,1,1,4,2,2,4,4,3,2,2,1,2,11,11,11,11,11,11,11,11,1,1,5,2,5,5,5,8,2,1980,5,2,11,1,1,1,5,1,1,1,14,1,11,35,2,1,11,10001,11,11,101,11,11,1001,1,6,7,5,1,1,1,1,2,101,1,1,22,2,1
1,2,5,5,3,1,1,5,2,2,1,2,1,1,5,5,5,1,1,1,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,1,7,7,1,3,4,4,2,8,2,1,2,11,11,11,11,11,11,11,11,1,2,2,8,2,8,5,8,2,1977,5,2,11,2,1,1,5,1,11,3,18,12,1,15,1,3,11,10001,11,11,101,11,11,1001,3,1,6,5,1,1,1,2,2,101,2,2,25,2,2
