s1_1,s1_2,s1_3,s1_4,s1_5,s1_6,s2,s2b,s3_1,s3_2,s4_1,s4_2,s4_3,s4_4,s5_1,s5_2,s5_3,s5_4,s6,s7_1,s7_2,s7_3,s7_4,s7_5,s8,s8b,s9,s10a,s10b,s11,s12,s13,s14,bvq_14,bvq_34a,s15a,s15b,s16a,s16b,d17,s18_1,s18_2,s18_3,s18_4,s18_5,s18_6,s19,s20_1,s20_2,s20_3,s20_4,s21,s22a,s22b,s23,s24,s25,s26,s27_1,s27_2,s27_3,s28a,s28b,s29,s30a,s30b,s31_1,s31_2,s32_1,s32_2,s32_3,s32_4,s32_5,s32_6,s32_7,s32_8,s33_1,s33_2,s33_3,s33_4,s34_1,s34_2,s34_3,s34_4,s34_5,s34_6,bvq_01,bvq_02_3,bvq_03,bvq_04_1,bvq_04_1_oth,bvq_04_2,bvq_04_2_oth,bvq_05_1,bvq_05_2,bvq_07,bvq_08,bvq_09,bvq_10,bvq_15_1,bvq_15_2,bvq_16,bvq_17,bvq_18,bvq_21,bvq_22,bvq_22_oth,bvq_23,bvq_24,bvq_25,bvq_26,bvq_26_oth,bvq_28,bvq_29,bvq_30,bvq_31,bvq_32,bvq_33,bvq_37,bvq_dk1_1,bvq_dk1_2,bvq_dk1_3,bvq_dk1_4,GI
1,5,5,8,8,5,3,8,8,8,8,8,8,1,1,1,1,1,2,3,3,3,3,3,1,6,3,3,8,2,2,2,2,1,6,4,0,4,0,4,1,3,8,3,4,4,3,3,8,8,8,2,8,8,8,88,8,4,3,3,3,3,3,0,3,,8,,8,8,1,4,1,8,2,3,3,3,8,8,1,5,3,2,1,3,1,1970,14,7,,4,,1,,2,1,8,1,1,,37,2,2,1,2,,8,99,1,1,,2,0,0,2,38500,70000,1,1,0,0,0,0.575472038210333
1,5,5,5,4,5,3,3,1,1,5,3,5,1,1,1,1,1,1,3,3,3,3,3,1,12,2,4,1,2,2,2,2,1,1,8,14,11,14,3,4,3,8,2,3,3,3,3,3,3,3,1,2,5,8,2,2,3,3,3,3,2,4,1,3,,2,,2,1,1,4,2,5,4,3,4,4,1,5,2,5,5,5,4,3,1,1990,18,3,,7,,2,,3,1,0,1,1,,30,2,2,2,1,,8,5,1,12,,2,0,1,3,33000,45000,4,1,0,0,0,1.10116322817426
1,5,5,5,1,5,1,3,2,2,3,3,3,1,4,4,5,5,2,2,2,3,2,3,1,12,2,2,6,2,1,2,2,1,1,25,0,10,0,3,1,2,8,3,3,2,3,8,8,8,8,2,1,7,1,1,1,3,3,3,3,4,3,2,2,,3,,3,3,2,2,2,3,2,3,3,3,8,8,5,5,5,3,5,1,2,1938,7,3,,2,,11,1,2,2,,8,11,1,,2,2,2,1,,8,99,1,9,,2,0,0,2,8888888888,8888888888,1,1,0,0,0,1.55973455452912
1,5,5,5,4,5,3,3,1,1,8,5,5,1,1,1,1,1,0,3,3,3,3,3,1,12,3,3,8,2,1,4,2,3,6,4,0,,,,,,,,,,,2,3,8,8,2,3,3,5,3,3,3,3,3,3,3,4,0,,4,,5,2,8,1,3,2,8,2,3,8,8,8,5,3,4,4,5,2,3,2,1986,20,4,,6,,1,,1,2,,,,,,,,1,2,,8,6,2,,,1,0,0,1,8888888888,,2,1,0,0,0,1.25194277837517
1,5,1,8,1,5,3,3,8,8,5,3,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,8,8,2,2,2,1,1,12,6,12,6,3,2,3,3,4,2,4,3,8,8,8,8,2,1,4,1,4,3,2,3,3,3,5,3,4,,1,,3,5,1,1,5,1,8,2,8,5,4,1,4,4,5,5,5,4,3,2,1963,20,4,,7,,1,,1,1,14,,1,,45,1,1,3,1,,7,3,1,11,,2,1,0,3,55000,105000,2,0,1,0,0,0.450884718013568
1,1,2,2,4,3,3,2,3,,4,2,1,1,2,2,1,1,3,5,2,3,2,3,1,12,2,2,1,2,2,2,2,1,1,15,0,3,3,3,5,3,4,3,4,3,5,2,2,8,8,4,4,4,5,4,4,4,1,1,4,2,5,0,2,,4,,4,4,4,4,4,,4,4,2,,3,3,5,5,5,5,3,3,1,1964,12,4,,2,,1,,2,2,,8,1,,25,2,2,1,2,,6,6,1,1,,2,0,0,2,12000,35000,4,1,0,0,0,0.952089953563586
2,2,4,5,5,5,3,1,2,1,4,1,5,1,4,5,2,5,2,4,2,3,3,3,1,6,1,2,6,2,1,2,2,2,1,1,0,,,,1,3,8,1,6,1,,8,8,8,8,2,3,7,1,4,4,4,3,3,3,5,3,4,3,,8,,4,2,1,2,1,5,8,5,2,1,1,3,2,5,4,5,2,4,1,1944,15,8,"Realeksamen, Kbh. Kommunes Magistratskole",4,,11,1,1,1,,,11,1,,1,1,2,2,,8,3,1,1,,1,0,0,1,35000,,3,0,1,0,0,0.725707327806855
2,5,4,5,5,5,3,3,2,1,4,5,5,1,1,2,1,1,2,3,3,3,3,3,1,6,2,4,3,2,1,2,2,1,4,12,8,4,1,5,2,2,2,3,2,3,3,8,8,8,8,2,1,7,5,1,4,3,3,3,3,2,5,3,,1,,3,1,1,1,2,1,2,1,2,4,4,2,4,5,5,3,5,5,5,2,1958,14,3,,2,,10,1,1,2,,,1,,40,1,1,1,2,,8,4,1,9,,2,0,0,0,13000,500000,3,0,0,1,0,0.529234906105959
1,5,5,5,8,5,3,3,8,8,4,8,5,1,1,1,1,1,2,3,3,3,3,3,1,6,8,4,8,2,1,2,1,3,6,14,0,,,,,,,,,,,8,8,8,8,2,1,7,4,7,7,5,3,3,3,3,3,3,3,,5,,5,1,1,5,1,5,2,5,3,1,3,3,4,5,3,4,5,3,2,1957,4,5,,11,Overbygninge på pengeinstitut uddannelse,11,1,1,2,,,,,,,,2,2,,7,6,1,14,Ønsker ikke at oplyse,1,0,0,1,30000,,3,1,0,0,0,1.78437303401177
1,4,5,4,4,5,3,2,1,1,5,2,1,1,2,2,1,2,3,3,2,3,3,3,1,12,2,3,6,2,1,4,2,1,1,15,0,20,0,3,5,4,8,3,4,4,3,8,8,8,8,1,8,8,1,4,4,4,3,3,3,5,3,4,2,,2,,1,1,1,2,1,3,8,5,5,4,4,5,4,5,5,5,5,5,1,1937,16,4,,7,,11,1,1,2,,,11,1,,2,2,2,2,,5,6,1,11,,2,,,,8888888888,8888888888,4,0,0,1,0,0.783379605640387
4,2,2,4,1,5,3,1,2,2,5,5,5,1,5,5,5,5,3,3,2,2,2,3,1,6,1,2,2,2,2,2,2,1,1,10,0,14,0,4,5,3,3,3,5,3,3,8,8,8,8,2,1,1,1,1,1,3,3,3,3,4,3,1,2,,2,,2,5,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,1,1952,17,8,bygningskonstruktør,3,,11,1,2,2,,1,11,1,,2,2,1,2,,6,1,1,1,,2,0,0,2,11000,24000,4,1,0,0,0,0.783379605640387
1,2,5,8,8,5,3,3,2,1,8,8,8,1,1,3,1,3,2,3,3,3,3,3,1,6,3,4,3,2,1,2,2,3,6,10,0,,,,,,,,,,,8,8,8,8,3,8,7,8,7,8,4,3,3,3,3,3,0,3,,3,,3,2,1,3,1,5,2,4,3,3,3,3,4,5,4,5,3,4,2,1944,9,8,"Teknisk Assisten, Maskinlinie",4,,11,1,2,2,,2,,,,,,1,1,,8,6,1,1,,1,0,0,1,8888888888,,3,1,0,0,0,0.958919363379423
1,5,4,4,4,5,3,2,1,1,4,1,2,1,1,1,1,2,2,3,3,3,3,3,1,12,2,3,1,2,2,2,2,1,1,10,,10,,3,3,3,3,4,3,3,3,2,3,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,8,8,8,8,8,1,1,1,1,1,2,3,3,3,3,3,1,12,2,3,8,2,8,2,2,1,1,3,1,1,0,3,2,2,2,4,1,1,1,3,8,8,8,2,7,7,6,8,4,4,3,3,3,2,4,1,,4,,8,2,3,1,3,2,3,1,2,8,8,8,3,5,5,2,5,4,4,2,1966,15,7,,4,,1,,2,2,,2,11,1,,1,1,2,1,,8,6,1,11,,2,0,0,2,30000,60000,1,0,0,1,0,0.44422853110213
2,5,5,5,8,5,3,3,1,1,2,2,5,1,1,1,1,1,2,3,3,3,3,,1,12,8,4,4,2,2,2,2,1,1,1,,2,,3,2,4,3,2,6,4,4,1,1,8,2,2,1,2,2,5,3,3,3,3,3,2,5,3,4,,5,,5,2,1,5,1,5,5,5,5,5,5,5,4,2,4,4,2,4,2,1979,20,8,PhD.,8,,1,,1,2,,,1,,42,1,2,1,2,,5,3,3,,,2,2,1,5,40000,75000,4,1,0,0,0,1.46311898762396
1,3,5,5,5,5,3,3,1,1,3,5,5,1,2,2,1,1,3,3,3,3,3,3,1,9,3,4,8,2,1,2,2,3,6,4,0,,,,,,,,,,,1,8,1,8,2,4,3,3,4,4,6,3,3,3,3,4,0,,1,,3,5,2,1,4,1,5,5,5,4,4,3,4,2,3,3,3,2,3,2,1987,13,6,,1,,3,,2,2,,1,,,,,,1,2,,6,7,1,12,,1,0,0,1,41340,,3,1,0,0,0,1.11419963182313
1,5,5,8,1,5,3,3,8,8,2,3,3,1,4,4,4,4,4,3,3,3,3,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,5,2,4,5,5,4,2,2,2,2,1,5,2,2,5,3,4,3,2,3,4,2,1,6,3,4,3,1,1,2,2,1,1,15,5,30,20,3,5,3,4,3,5,3,1,2,2,8,8,1,7,7,4,1,1,3,3,2,4,3,4,2,2,,8,,2,3,1,4,1,4,3,4,,,3,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,5,4,8,3,3,2,8,1,8,2,1,1,1,1,8,8,3,3,3,3,3,3,1,24,2,1,5,1,2,4,2,88,7,5,0,,,,,,,,,,,1,1,3,3,8,4,4,1,8,4,2,3,3,3,3,3,0,4,,8,,8,8,1,4,1,8,8,8,3,5,3,5,,5,5,5,5,5,2,1999,1,4,,2,,1,,2,2,,8,,,,,,3,7,,8,10,1,1,,2,0,0,2,8888888888,8888888888,7,0,1,0,0,1.96335020795217
2,2,3,4,2,2,4,1,2,3,4,3,2,2,1,2,3,4,3,4,2,3,4,4,1,10,2,1,3,4,2,4,2,1,1,10,0,20,0,3,5,3,4,4,3,5,2,2,8,8,8,3,2,6,8,1,2,3,3,3,3,2,5,2,2,,3,,1,4,2,1,1,3,1,2,3,3,3,3,5,5,4,5,1,5,1,,17,8,Erhvervs uddannelse,4,,3,,2,2,,1,1,,30,1,2,1,2,,8,7,3,,,2,0,0,0,11517,8888888888,4,0,1,0,0,0.760322162164549
2,3,5,4,2,5,3,2,2,,2,2,3,1,1,3,1,8,2,3,2,3,3,3,1,12,2,2,8,4,2,2,2,1,1,20,,20,,3,2,3,8,3,2,2,3,8,8,8,8,3,7,7,5,4,7,5,8,8,8,4,3,2,3,,8,,2,2,,4,1,5,3,3,5,3,3,5,5,5,4,4,5,5,1,1955,11,3,,1,,11,1,2,2,,1,1,,35,1,2,2,1,,8,6,1,9,,2,0,0,2,12000,25000,4,1,0,0,0,1.07910945332553
1,5,5,5,1,5,3,3,1,1,5,3,1,1,1,1,1,1,3,3,3,3,3,3,1,24,3,3,8,2,2,2,2,3,5,10,20,,,,,,,,,,,2,2,8,8,4,4,4,4,4,4,3,3,3,3,1,5,2,,1,,3,3,3,1,3,3,5,3,1,5,3,1,5,5,5,5,5,3,5,2,1959,3,3,,3,,1,,1,2,,,,,,,,1,2,,88,6,1,6,,3,0,2,5,8888888888,8888888888,5,0,1,0,0,0.450313120496694
1,5,5,5,2,5,1,3,1,1,2,5,2,8,1,1,1,1,2,3,3,3,3,3,1,8,3,2,3,4,1,2,2,3,4,8,0,,,,,,,,,,,3,3,8,8,1,7,3,2,4,4,3,3,3,3,3,2,1,2,,3,,1,8,1,2,1,5,1,2,4,8,3,3,5,5,3,5,5,5,2,1964,6,5,,4,,1,,1,2,,,,,,,,1,2,,7,3,1,3,,2,0,0,,40000,40000,3,0,0,1,0,1.24983099693287
1,5,5,5,5,5,3,3,8,8,2,8,8,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,3,2,1,2,1,1,1,10,1,10,0,3,3,2,2,3,3,3,3,2,2,3,8,2,1,6,7,4,4,2,3,3,3,3,4,2,,1,,2,3,3,2,4,3,5,4,4,8,3,3,5,2,2,3,3,2,3,2,1970,18,4,,6,,1,,1,2,,,1,,42,2,2,1,1,,8,3,1,2,,2,0,0,2,33000,85000,4,1,0,0,0,0.481587804203597
1,5,5,1,1,5,3,2,2,1,4,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,2,6,1,2,4,2,1,2,7,12,7,3,4,2,3,3,4,2,4,2,1,1,3,1,2,2,5,4,1,1,3,3,3,3,3,1,0,2,,3,,3,3,1,1,3,3,3,3,3,8,3,8,3,5,3,1,4,5,2,1995,3,8,Social- og sundhedshjælper,1,,1,,1,2,,,7,2,,,,1,2,,6,7,1,1,,3,0,0,3,22000,8888888888,1,0,1,0,0,2.13876373640897
4,2,3,2,3,4,3,3,2,1,2,3,5,1,3,3,1,1,2,3,3,3,3,3,1,18,2,2,3,2,2,2,2,1,1,8,44,10,44,3,5,4,8,3,3,4,3,1,8,8,8,2,2,7,2,1,1,3,3,3,3,3,4,2,,2,,3,2,3,1,4,5,5,2,3,5,3,3,4,5,5,3,5,5,5,1,1988,15,3,,3,,1,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,1,1,5,2,5,1,1,1,1,1,2,3,3,3,3,3,1,,2,3,4,2,1,2,2,3,4,15,30,,,,,,,,,,,2,2,3,3,2,8,8,8,8,1,5,3,3,3,2,4,2,,1,,4,2,4,1,4,2,8,2,2,8,8,1,4,4,5,2,3,4,3,2,1982,15,5,,2,,1,,1,2,,,,,,,,2,2,,8,6,1,11,,1,2,0,3,8888888888,,3,1,0,0,0,1.29334746444563
2,2,5,5,4,2,3,2,,3,3,2,5,1,2,2,4,4,2,4,2,3,3,3,1,6,3,2,6,2,2,4,2,1,2,3,0,10,37,4,4,4,6,4,4,4,2,3,3,8,8,1,3,7,2,4,4,4,3,3,4,3,4,1,1,,1,,2,4,1,2,2,1,1,3,4,4,3,4,5,5,2,4,5,5,1,1991,4,8,Erhvervsuddannelse,3,,1,,2,2,,1,1,,37,1,2,1,1,,8,5,1,9,,2,0,1,3,55000,80000,4,0,1,0,0,1.87542549586765
1,5,5,3,1,5,3,3,1,1,4,4,4,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,3,2,1,2,2,1,2,5,10,10,15,4,4,2,3,3,2,3,3,3,3,3,3,2,1,4,4,4,4,1,3,3,3,4,1,2,,1,,5,2,3,1,2,1,5,3,4,3,3,3,3,4,4,4,3,4,5,2,1991,5,4,,2,,1,,2,1,15,2,1,,32,1,2,1,2,,8,3,1,3,,2,0,2,4,45000,60000,2,0,1,0,0,1.61092130588553
2,5,4,5,2,5,3,3,2,2,5,5,5,1,2,2,1,1,2,3,3,3,3,3,1,12,2,4,3,1,2,2,2,1,1,20,50,15,45,4,1,3,3,3,2,2,2,2,3,3,3,2,2,6,5,3,4,3,3,3,3,4,3,2,3,,4,,4,4,1,5,3,5,4,4,4,3,4,5,3,4,3,2,3,3,2,1990,19,4,,7,,1,,1,2,,,1,,40,1,2,1,1,,8,5,1,1,,2,0,2,4,38500,75000,1,0,1,0,0,0.755540570523711
4,3,3,3,2,4,3,2,2,1,2,2,2,1,5,5,4,4,3,3,2,3,3,3,1,9,2,2,3,4,1,4,1,1,6,14,4,14,8,4,3,4,6,2,3,2,3,2,3,3,3,2,3,5,4,3,4,2,3,3,4,2,4,0,1,,1,,1,5,2,1,4,1,1,1,1,1,1,3,5,3,2,4,4,4,1,1999,18,5,,1,,8,2,,,,,8,1,,2,1,1,1,,8,5,1,7,,2,0,0,2,11000,22000,3,1,0,0,0,0.998535482086449
1,3,2,2,1,3,3,2,2,1,2,3,3,3,2,3,2,3,2,4,3,3,3,3,1,6,3,1,3,8,2,8,2,1,1,15,5,3,0,3,1,1,2,1,2,2,1,8,8,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,3,4,3,2,8,1,4,2,4,3,2,2,5,5,3,3,3,3,3,3,2,,2,3,8,8,3,2,2,1,1,5,0,5,2,5,3,3,4,5,4,3,3,8,8,8,8,1,1,1,8,88,8,8,8,8,8,8,8,0,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,4,5,3,3,1,1,4,2,5,1,1,2,1,2,2,3,3,3,3,3,1,12,3,4,8,2,2,2,2,1,6,10,1,10,2,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,2,2,2,4,3,3,3,5,3,4,2,,5,,2,4,1,1,1,3,2,3,2,2,2,4,4,4,2,5,2,4,2,1963,17,5,,6,,1,,1,2,,,1,,37,2,2,1,2,,7,5,1,1,,3,0,0,3,30000,75000,3,0,1,0,0,0.450884718013568
1,5,5,5,5,5,3,2,1,1,5,4,5,1,2,2,1,1,2,8,8,8,8,8,1,12,8,8,8,8,8,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,4,4,5,3,2,1,1,5,1,1,4,4,4,2,4,2,3,3,3,3,3,1,9,2,3,8,2,2,2,2,1,1,5,2,15,2,3,5,3,4,3,4,4,3,8,8,8,8,2,1,5,1,3,5,2,3,3,3,4,4,1,,1,,2,2,3,1,2,1,3,1,3,2,2,2,3,5,5,,3,4,2,1,1950,20,4,,9,,11,1,1,1,60,,11,1,,1,2,2,2,,7,2,1,11,,2,0,0,2,55000,77000,3,1,0,0,0,0.337854321466157
1,5,5,2,4,5,2,2,1,1,5,2,5,1,2,3,1,1,2,3,3,3,3,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,5,5,5,5,3,3,2,1,3,5,2,1,2,2,2,2,3,3,3,3,3,3,2,,2,3,8,2,2,2,2,1,1,10,2,8,5,3,3,3,3,2,3,2,3,2,3,3,,8,2,8,7,88,8,2,3,3,3,3,3,3,2,,8,,3,3,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1963,4,3,,3,,1,,2,2,,1,1,,42,2,1,1,2,,99,99,1,11,,3,0,0,3,40000,95000,3,0,1,0,0,0.764436597609788
3,3,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,6,2,8,8,8,8,8,8,88,7,3,5,,,,,,,,,,,3,3,3,3,2,3,8,8,88,8,8,4,,4,8,8,1,3,,4,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2000,2,4,,1,,11,2,,,,,,,,,,7,7,,99,6,7,,,3,2,0,5,8888888888,8888888888,1,0,1,0,0,1.23010548558679
2,2,1,5,5,5,3,3,2,1,5,5,5,4,2,2,1,1,2,3,3,3,3,3,1,6,2,2,3,2,1,2,2,1,1,12,0,5,0,4,2,3,2,2,2,2,1,8,8,8,8,3,1,5,5,88,4,3,3,3,3,4,3,1,,1,,4,4,2,1,5,1,2,2,4,3,3,3,1,5,5,5,5,5,5,2,1949,17,8,Lærer,6,,14,1,2,1,30,2,14,1,,2,2,2,2,,7,5,1,12,,2,0,0,2,8888888888,8888888888,4,0,1,0,0,0.404807792799778
1,3,4,4,2,5,3,3,,1,,,1,,2,2,1,1,2,3,3,3,3,3,1,6,8,3,1,4,8,2,2,1,1,15,0,15,0,3,1,3,8,3,3,3,3,8,8,8,8,8,8,7,8,1,4,3,3,3,3,4,3,0,,2,,3,2,3,2,3,4,4,3,3,3,3,3,3,5,5,4,5,5,5,2,1955,11,8,Handelsskole,4,,9,1,2,2,,2,11,1,,2,2,2,2,,99,4,1,11,,2,,,2,16650,8888888888,2,1,0,0,0,1.04860608851428
1,4,5,5,2,5,3,3,8,8,5,5,5,1,1,1,1,1,3,3,3,3,3,3,1,9,3,3,8,2,2,2,2,1,6,5,0,5,0,5,3,3,8,3,3,3,2,3,8,8,8,2,2,2,3,4,4,2,3,3,3,4,4,0,,4,,5,3,4,1,8,2,4,3,4,2,2,1,1,2,4,2,3,2,4,1,1989,18,5,,7,,1,,1,2,,,1,,30,2,2,1,2,,8,4,1,1,,2,0,0,2,50000,77000,1,1,0,0,0,1.42801196936085
1,5,5,4,3,8,3,3,2,2,5,1,2,2,1,1,1,1,4,3,3,3,3,3,1,12,2,8,8,2,2,2,8,1,1,5,1,1,1,3,1,4,3,2,1,2,2,2,2,3,3,2,2,6,3,1,2,2,3,3,3,3,4,4,,1,,3,1,2,1,4,2,5,2,3,2,3,3,3,5,5,4,5,5,5,2,1973,16,4,,3,,1,,1,2,,,1,,40,2,1,1,2,,6,5,1,3,,3,2,0,5,28000,76000,4,0,1,0,0,1.1242313921803
1,5,5,8,3,5,3,3,8,8,3,3,4,1,1,1,1,1,1,3,3,3,3,3,1,24,3,4,3,1,2,1,8,1,6,10,70,8,70,4,2,4,3,2,1,4,2,2,2,8,3,2,1,2,3,3,4,3,3,3,3,3,4,1,3,,2,,8,3,1,4,3,5,3,8,4,4,3,4,3,5,3,5,2,2,2,1989,18,4,,6,,1,,1,2,,,1,,25,1,2,1,2,,7,6,1,6,,2,0,1,3,8888888888,8888888888,2,1,0,0,0,1.18398000335658
1,5,5,5,3,5,3,3,1,1,5,3,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,3,4,1,4,1,1,1,2,0,7,0,3,5,3,3,3,4,2,5,3,8,8,8,2,1,4,1,4,1,2,3,3,3,5,3,2,,1,,5,3,2,3,4,1,5,2,5,5,2,2,3,5,5,4,5,3,5,1,1968,16,3,,6,,1,,2,1,45,1,10,1,,2,2,1,2,,6,3,1,1,,2,0,0,2,72000,85000,1,0,0,1,0,0.560915698191612
1,4,5,3,1,5,3,3,1,1,4,3,5,1,2,2,1,1,2,3,3,3,3,3,1,6,3,3,8,2,2,2,2,3,6,3,1,,,,,,,,,,,2,8,8,8,2,2,2,1,1,3,4,3,3,3,3,4,0,,1,,4,3,2,1,4,1,5,4,5,4,4,3,4,4,3,4,5,4,3,1,1998,17,4,,7,,4,,1,2,,,,,,,,1,2,,6,4,1,2,,1,0,0,1,8000,,1,1,0,0,0,1.42801196936085
2,5,5,2,4,4,3,3,1,1,1,3,3,5,1,1,1,1,2,3,3,3,3,3,1,6,3,3,1,2,1,2,2,3,5,7,2,,,,,,,,,,,1,2,3,3,2,1,8,1,4,4,4,3,3,3,2,4,2,,2,,3,2,2,2,2,1,5,2,4,2,2,2,2,5,5,3,4,5,5,2,1970,4,2,,3,,14,1,6,2,,1,,,,,,2,2,,5,6,1,11,,1,0,0,1,33220,,5,1,0,0,0,1.67442025760532
1,5,5,5,8,5,3,3,1,1,5,8,5,1,1,1,1,1,3,3,3,8,3,3,1,9,3,3,1,2,1,1,1,3,6,15,1,,,,,,,,,,,8,8,8,8,4,1,3,3,4,4,3,3,3,3,5,3,1,3,,5,,5,1,1,5,1,5,5,5,5,4,5,5,5,5,5,5,4,4,2,1963,18,3,,7,,1,,2,1,5,2,,,,,,1,2,,8,4,1,6,,2,0,0,2,39058,44000,1,1,0,0,0,0.450884718013568
2,3,2,3,4,3,2,3,2,2,3,2,3,1,4,4,4,4,4,4,2,3,3,3,1,12,3,2,4,1,1,2,2,1,1,4,8,6,8,4,5,4,8,3,5,2,4,2,1,2,2,2,1,2,1,2,1,3,3,3,3,4,4,5,3,,2,,1,2,1,4,1,2,2,2,2,1,3,5,4,4,3,2,1,3,1,1971,18,4,,9,,1,,1,1,120,,1,,42,1,2,1,1,,7,6,1,8,,2,1,0,3,45000,80000,4,1,0,0,0,0.560915698191612
1,8,5,5,1,5,3,3,8,1,8,1,8,1,1,1,1,1,3,3,3,3,3,3,1,3,3,8,8,2,8,2,2,1,7,5,24,4,24,1,3,3,3,3,3,3,3,,,,8,8,8,8,8,88,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,5,4,5,5,3,3,2,1,4,2,5,1,1,1,1,1,2,3,3,3,3,3,1,6,2,2,3,1,1,2,2,1,1,28,0,14,0,3,3,3,2,3,2,3,3,8,8,8,8,2,4,7,6,2,4,3,3,3,3,4,3,2,,1,,5,2,2,1,4,4,3,2,4,2,2,2,4,4,4,3,4,3,3,2,1950,4,3,,6,,11,1,4,,1,1,11,1,,2,1,1,2,,6,5,1,14,?,2,0,0,2,8888888888,8888888888,3,1,0,0,0,0.404807792799778
1,5,5,5,5,5,3,3,1,1,5,2,1,1,2,2,2,2,2,3,3,3,3,3,1,12,3,3,8,2,1,2,2,1,1,4,1,8,1,3,5,3,4,2,4,4,4,8,8,8,8,2,1,3,1,4,4,1,3,3,3,4,3,2,,1,,8,3,2,1,2,1,4,5,5,5,8,8,5,4,5,5,5,5,4,1,1946,19,8,Teknikumingeniør,6,,11,1,4,,7,1,1,,31,2,2,1,1,,8,3,1,2,,2,0,0,2,8888888888,45000,1,1,0,0,0,0.446229995115414
2,4,4,4,3,5,3,3,1,1,2,2,2,1,1,1,1,1,3,3,3,3,3,3,1,12,3,2,2,2,2,2,2,1,1,10,0,5,4,4,2,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,4,3,3,3,,2,,2,2,1,2,1,4,2,2,4,4,4,4,4,5,5,5,4,5,2,1963,14,4,,2,,1,,1,2,,,2,,50,4,,1,2,,6,6,1,1,,2,0,0,2,32000,65000,2,1,0,0,0,0.877826020542522
1,2,2,2,4,1,3,2,2,2,4,1,5,1,2,2,2,2,2,3,3,3,3,3,1,12,2,2,3,2,1,2,2,1,1,15,8,10,4,1,1,1,1,1,2,3,3,3,3,3,3,2,6,7,7,1,1,2,3,3,3,3,4,2,,4,,2,1,2,1,2,2,5,1,2,4,4,1,3,5,5,5,4,5,5,2,1961,13,3,,3,,1,,2,2,,2,9,1,,2,2,1,2,,7,4,1,9,,2,,,2,41000,55000,2,1,0,0,0,0.700877428620546
1,4,5,4,4,5,3,3,1,1,2,3,4,1,2,2,2,2,2,3,3,3,3,3,1,6,1,3,5,1,1,2,2,2,6,8,4,,,,1,2,3,1,1,1,,3,3,3,3,1,4,7,4,4,4,2,3,3,3,3,5,1,,1,,3,3,3,1,3,3,3,3,3,2,2,2,2,5,5,3,3,5,5,1,1961,43,3,,3,,11,1,1,1,12,,1,,,,,,,,,,,,,,,,,,,,,,,,
1,1,5,5,3,5,3,3,1,1,4,2,5,1,8,8,8,8,2,3,3,3,3,3,1,6,2,3,8,2,1,2,2,1,1,5,1,4,1,3,1,2,3,2,3,2,2,3,,,,1,6,7,6,7,4,2,3,3,3,4,3,2,3,,3,,2,5,1,3,1,2,1,5,1,1,1,1,5,4,1,5,4,5,2,1962,12,5,,3,,2,,2,1,15,1,2,,55,5,,1,2,,8,5,1,11,,2,0,0,2,35000,75000,5,1,0,0,0,0.671243832102472
